# Quantum-safety classification of JDK algorithm names, used by the pqc rule pack.
# Generated from the provider registry of JDK 26 (Oracle, Windows: SUN, SunRsaSign, SunEC,
# SunJSSE, SunJCE, SunMSCAPI) plus its TLS parameters and XML DSig SignatureMethod constants.
# PqcCatalogCompletenessTest fails when the running JDK exposes a name this file and the
# NOT_ASYMMETRIC prefixes in PqcCatalog do not classify: add the name here, do not widen a prefix.
# Columns (tab-separated): request type, classification, family, role, names (canonical first,
# then aliases and OIDs, comma-separated). Role is - for POST_QUANTUM.
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#ecdsa-sha384
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2021/04/xmldsig-more#ecdsa-sha3-224
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2021/04/xmldsig-more#ecdsa-sha3-256
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2021/04/xmldsig-more#ecdsa-sha3-384
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2021/04/xmldsig-more#ecdsa-sha3-512
XML_SIGNATURE_METHOD	VULNERABLE	EC	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#ecdsa-sha512
XML_SIGNATURE_METHOD	VULNERABLE	EDDSA	SIGNATURE	http://www.w3.org/2021/04/xmldsig-more#eddsa-ed25519
XML_SIGNATURE_METHOD	VULNERABLE	EDDSA	SIGNATURE	http://www.w3.org/2021/04/xmldsig-more#eddsa-ed448
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#rsa-pss
XML_SIGNATURE_METHOD	VULNERABLE	RSA	SIGNATURE	http://www.w3.org/2000/09/xmldsig#rsa-sha1
XML_SIGNATURE_METHOD	VULNERABLE	RSA	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#rsa-sha224
XML_SIGNATURE_METHOD	VULNERABLE	RSA	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#rsa-sha256
XML_SIGNATURE_METHOD	VULNERABLE	RSA	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#rsa-sha384
XML_SIGNATURE_METHOD	VULNERABLE	RSA	SIGNATURE	http://www.w3.org/2001/04/xmldsig-more#rsa-sha512
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha1-rsa-MGF1
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha224-rsa-MGF1
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha256-rsa-MGF1
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha384-rsa-MGF1
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha3-224-rsa-MGF1
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha3-256-rsa-MGF1
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha3-384-rsa-MGF1
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha3-512-rsa-MGF1
XML_SIGNATURE_METHOD	VULNERABLE	RSASSA_PSS	SIGNATURE	http://www.w3.org/2007/05/xmldsig-more#sha512-rsa-MGF1
XML_SIGNATURE_METHOD	NOT_ASYMMETRIC	-	-	http://www.w3.org/2000/09/xmldsig#hmac-sha1
XML_SIGNATURE_METHOD	NOT_ASYMMETRIC	-	-	http://www.w3.org/2001/04/xmldsig-more#hmac-sha224
XML_SIGNATURE_METHOD	NOT_ASYMMETRIC	-	-	http://www.w3.org/2001/04/xmldsig-more#hmac-sha256
XML_SIGNATURE_METHOD	NOT_ASYMMETRIC	-	-	http://www.w3.org/2001/04/xmldsig-more#hmac-sha384
XML_SIGNATURE_METHOD	NOT_ASYMMETRIC	-	-	http://www.w3.org/2001/04/xmldsig-more#hmac-sha512
# JOSE/JWT algorithm constants (RFC 7518 names as JJWT and Nimbus spell them).
JOSE_SIGNATURE	VULNERABLE	RSA	SIGNATURE	RS256
JOSE_SIGNATURE	VULNERABLE	RSA	SIGNATURE	RS384
JOSE_SIGNATURE	VULNERABLE	RSA	SIGNATURE	RS512
JOSE_SIGNATURE	VULNERABLE	RSASSA_PSS	SIGNATURE	PS256
JOSE_SIGNATURE	VULNERABLE	RSASSA_PSS	SIGNATURE	PS384
JOSE_SIGNATURE	VULNERABLE	RSASSA_PSS	SIGNATURE	PS512
JOSE_SIGNATURE	VULNERABLE	EC	SIGNATURE	ES256
JOSE_SIGNATURE	VULNERABLE	EC	SIGNATURE	ES256K
JOSE_SIGNATURE	VULNERABLE	EC	SIGNATURE	ES384
JOSE_SIGNATURE	VULNERABLE	EC	SIGNATURE	ES512
JOSE_SIGNATURE	VULNERABLE	EDDSA	SIGNATURE	EdDSA
